order_id,date_case,country,area,location,type,activity,species
6044.0,2016.06.21,USA,South Carolina,"North Myrtle Beach, Horry County",Unprovoked,Floating,3' to 5' shark
6043.0,2016.06.21,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Unprovoked,Wading,
6042.0,2016.06.15,USA,Hawaii,"Kalapaki Beach, Kauai",Unprovoked,Surfing,3' to 4' shark
6041.0,2016.06.15,AUSTRALIA,Western Australia,Coral Bay,Provoked,Spearfishing,5' shark
6040.0,2016.06.14,USA,Texas,"Pirates Beach, Galveston",Unprovoked,Floating in tube,3' to 4' shark
6039.0,2016.06.11,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Unprovoked,Standing,3' shark
6038.0,2016.06.07,USA,South Carolina,"Folly Beach, Charleston County",Invalid,Surfing,said to involve an 8' shark but more likely damage caused by debris
6037.0,2016.06.05,USA,Florida,"Flagler Beach, Flagler County",Unprovoked,Swimming,
6036.0,2016.06.05,AUSTRALIA,Western Australia,Mindarie,Unprovoked,Diving,3+ m shark
6035.0,2016.06.04,EGYPT,Suez,Ain Sokhna,Unprovoked,Swimming,mako shark
6034.0,2016.06.02,AUSTRALIA,New South Wales,Kingscliff,Unprovoked,Spearfishing,bronze whaler sharks x 3
6033.0,2016.06.02,NEW CALEDONIA,," Côte-Blanche, Nouméa ",Unprovoked,Kite surfing,3 m shark
6032.0,2016.05.31,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Unprovoked,Surfing,white shark
6031.0,2016.05.29,USA,California,"Corona Del Mar, Newport, Orange County",Unprovoked,Swimming,
6030.0,2016.05.29,USA,Florida,"Neptune, Duval County",Unprovoked,Swimming,5' shark
6029.0,2016.05.22,USA,Florida,"Vero Beach, Indian River County",Unprovoked,Swimming,
6028.0,2016.05.21,USA,Florida,"St. Petersburg, Pinellas County",Unprovoked,Swimming,"bull shark, 4' to 5'"
6027.0,2016.05.21,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",Unprovoked,Swimming,
6026.0,2016.05.18,USA,Florida,"Ponte Vedra, St. Johns County",Unprovoked,Swimming,"blacktip shark, 4'"
6025.0,2016.05.15,USA,Florida,"Boca Raton, Palm Beach County",Provoked,Teasing a shark,"nurse shark, 2'"
6024.0,2016.05.03,USA,Hawaii,"Wailea Beach, Maui",Unprovoked,Floating,
6023.0,2016.05.02,NEW ZEALAND,North Island,Cormandel,Provoked,Fishing,"mako shark, 1.5 m [5']"
6022.0,2016.04.25,INDONESIA,Bali,Balian,Unprovoked,Surfing,"bull shark, 6'"
6021.0,2016.04.23,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
6020.0,2016.04.22,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Unprovoked,Surf-skiing,white shark
6019.0,2016.04.19,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",Unprovoked,Swimming,wobbegong shark
6018.0,2016.04.18,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Provoked,Spearfishing,"grey reef shark, 2 m"
6017.0,2016.04.18,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Provoked,Spearfishing,"grey reef shark, 2 m"
6016.0,2016.04.13,USA,Florida,"Off Singer Island, Palm Beach County",Unprovoked,Spearfishing,"bull shark, 7'"
6015.0,2016.04.09,NEW CALEDONIA,Grand Terre,Poe Beach,Unprovoked,Walking,"tiger shark, 2.5 m"
6014.0,2016.04.08,CAPE VERDE,Boa Vista Island,,Invalid,,not valid
6013.0,2016.04.07,USA,Florida,"Florida Keys, Monroe County",Unprovoked,Fishing,5' to 6' shark
6012.0,2016.04.07,USA,Florida,"Corners Beach, Jupiter, Palm Beach County",Invalid,SUP,
6011.0,2016.03.31,USA,Hawaii,"Olowalu, Maui",Unprovoked,Snorkeling,
6010.0,2016.03.30,AUSTRALIA,New South Wales,Bombo Beach,Unprovoked,Surfing,
6009.0,2016.03.28,USA,Florida,"Fort Myers Beach, Lee County",Unprovoked,,not valid
6008.0,2016.03.28,AUSTRALIA,New South Wales,North Cronulla Beach,Unprovoked,Surfing,
6007.0,2016.03.26,BAHAMAS,,,Provoked,,"nurse shark, 2.5-ft"
6006.0,2016.03.13,USA,California,"Bolsa Chica State Park, Orange County",Invalid,Surfing,not valid
6005.0,2016.03.11,USA,Florida,"Vero Beach, St. Lucie County",Unprovoked,Body surfing,
6004.0,2016.03.10,Fiji,Vanua Levu,,Unprovoked,Diving for beche-de-mer,
6003.0,2016.03.04,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Unprovoked,,
6002.0,2016.03.03,AUSTRALIA,South Australia,Wrights Bay,Unprovoked,Fishing,bronze whaler
6001.0,2016.03.02,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,Unprovoked,Swimming,sandtiger shark
6000.0,2016.02.22,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Unprovoked,Kite surfing,
5999.0,2016.02.19,NEW CALEDONIA,South Province,Yate,Unprovoked,Spearfishing,
5998.0,2016.02.12,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",Unprovoked,Wading,
5997.0,2016.02.10,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,Invalid,Feeding stingrays?,no shark involvement
5996.0,2016.02.10,AUSTRALIA,Tasmania,Nettley Bay,Invalid,Surfing,no shark involvement
5995.0,2016.02.05,AUSTRALIA,Queensland,Stradbroke Island,Unprovoked,Walking,
5994.0,2016.02.04,AUSTRALIA,New South Wales,Hams Beach,Unprovoked,Windsurfing,
5993.0,2016.02.02,BRAZIL,Balneário Camboriú,Estaleirinho beach,Unprovoked,Swimming,sandtiger shark
5992.0,2016.01.29,SOUTH AFRICA,KwaZulu-Natal,,Boating,Kayak fishing,
5991.0,2016.01.28,USA,Hawaii,"Hanalei Bay, Kauai",Unprovoked,Surfing,"reef shark, 5'"
5990.0,2016.01.25,USA,Hawaii,"Hanalei Bay, Kauai, ",Unprovoked,Surfing,
5989.0,2016.01.24,USA,Texas,Off Surfside,Unprovoked,Spearfishing,bull sharks x 2
5988.0,2016.01.24,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,Boating,Fishing,mako shark
5987.0,2016.01.23,USA,Hawaii,"Wailea Beach, Maui",Unprovoked,Paddle boarding,"tiger shark, 14'"
5986.0,2016.01.11,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",Unprovoked,Surfing,wobbegong shark
5985.0,2016.01.05,AUSTRALIA,Queensland,Heron Island,Unprovoked,Wading,blacktip shark
5984.0,2016.01.02,AUSTRALIA,Queensland,Miall Island,Unprovoked,Spearfishing,3 m shark
5983.0,2015.12.26,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,Boating,Kayak Fishing,"white shark, 3 m"
5982.0,2015.12.25,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Unprovoked,Swimming,"silky shark, 6.5'"
5981.0,2015.12.22,USA,Hawaii,La'aloa Beach Park,Unprovoked,Paddle boarding,9' shark
5980.0,2015.12.21,AUSTRALIA,New South Wales,Bondi Beach,Unprovoked,Surfing,"bronze whaler shark, 6'"
5979.0,2015.12.21,BRAZIL,Pernambuco,Fernano de Noronha,Unprovoked,Scuba diving,"tiger shark, 1.5 m"
5978.0,2015.12.19,ARUBA,,Boat capsized,Unprovoked,Sea disaster,
5977.0,2015.12.13,AUSTRALIA,New South Wales,Lake Macquarie,Boating,Fishing,"white shark, 3.5 m"
5976.0,2015.12.11,BAHAMAS,,Off Andros Island,Unprovoked,Lobster fishing,bull shark
5975.0,2015.12.08,SOUTH AFRICA,Eastern Cape Province,Mpande,Unprovoked,Swimming / Wading,
5974.0,2015.11.20,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Unprovoked,Snorkeling,galapagos shark
5973.0,2015.11.16,USA,Florida,"Playalinda Beach, Brevard County",Unprovoked,Surfing,
5972.0,2015.11.15,USA,Florida,"Palm Beach, Palm Beach County",Unprovoked,Swimming,
5971.0,2015.11.15,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Unprovoked,Surfing,"spinner shark, 7'"
5970.0,2015.11.10,AUSTRALIA,New South Wales,East Ballina,Unprovoked,Surfing,"bull shark, 2.8 to 3.1 m"
5969.0,2015.12.23,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Invalid,Surfing,not valid
5968.0,2015.11.03,USA,Hawaii,"Kehena Beach, Hawaii",Unprovoked,Swimming,
5967.0,2015.11.01,USA,Florida,"Cocoa Beach, Brevard  County",Unprovoked,Wading,3' to 5' shark
5966.0,2015.11.01,MOZAMBIQUE,Inhambane Province,Maxixe,Unprovoked,Fishing,
5965.0,2015.10.30,AUSTRALIA,Western Australia,Bald Island,Unprovoked,Spearfishing,
5964.0,2015.10.28,USA,Hawaii,"Malaka, Oahu",Unprovoked,Body boarding,
5963.0,2015.10.25,SOUTH AFRICA,Western Cape Province,Stil Bay,Unprovoked,Surfing,"white shark, 3 to 3.5m"
5962.0,2015.10.21,USA,Florida,"Playalinda Beach, Brevard County",Unprovoked,Surfing,5' shark
5961.0,2015.10.19,USA,Florida,"Deerfield Beach, Broward County",Unprovoked,Surfing,"spinner shark, 5'"
5960.0,2015.10.17,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",Unprovoked,Fishing for shrimp,
5959.0,2015.10.17,USA,Hawaii,"Waikiki, ",Invalid,Surfing,no shark involvement
5958.0,2015.10.17,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Unprovoked,Swimming,"tiger shark, 7'"
5957.0,2015.10.13,USA,California,"Off Leffingwell Landing, San Luis Obispo County",Boating,Kayak Fishing,hammerhead sp.
5956.0,2015.10.09,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Unprovoked,Boogie boarding,
5955.0,2015.10.09,USA,Hawaii,"Leftovers, Oahu",Unprovoked,Surfing,"tiger shark, 13'"
5954.0,2015.10.08,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",Unprovoked,Fishing,
5953.0,2015.10.07,AUSTRALIA,Western Australia,Pyramids Beach,Unprovoked,Surfing,
5952.0,2015.10.05,USA,Florida,"Pepper Park Beach, St. Lucie County",Unprovoked,Body boarding,
5951.0,2015.10.05,USA,Texas,Galveston,Unprovoked,Wading,4' to 5' shark
5950.0,2015.10.04,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,"blacktip shark, 4' to 5'"
5949.0,2015.09.29,USA,Florida,"Vilano Beach, St.  Johns County",Unprovoked,Surfing,"blacktip shark, 5' to 6'"
5948.0,2015.09.26,AUSTRALIA,Queensland,"Russel Island, Frankland Group",Unprovoked,Snorkeling,
5947.0,2015.09.24,USA,California,"Horseshoe Rock, Santa Barbara County",Boating,Kayak fishing,"white shark, 19'"
5946.0,2015.09.20,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,juvenile shark
5945.0,2015.09.20,USA,Hawaii,"Upolu Point, North Kohala, Big Island",Unprovoked,Spearfishing,"tiger shark, 13'"
5944.0,2015.09.20,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Unprovoked,Wading,4' shark
5943.0,2015.09.20,USA,Florida,"Vilano Beach, St.  Johns County",Unprovoked,Photographing fish,
5942.0,2015.09.19,USA,California,"Gaviota State Beach, Santa Barbara County",Boating,Kayak Fishing,hammerhead shark
5941.0,2015.09.18,USA,Florida,"Big Talbot Island, Duval County",Unprovoked,Swimming,
5940.0,2015.09.17,USA,Florida,"Jacksonville Beach, Duval County",Unprovoked,Surfing,
5939.0,2015.09.08,AUSTRALIA,New South Wales,North Shelly Beach,Unprovoked,Surfing,6' shark
5938.0,2015.09.06,USA,California,"El Pescador Beach, Los Angeles County",Unprovoked,Stand-Up Paddleboarding,"white shark, 11' to 12'"
5937.0,2015.09.05,USA,California,"Deer Creek Beach, Ventura County",Provoked,Kayak Fishing,hammerhead shark.
5936.0,2015.09.04,AUSTRALIA,New South Wales,Hallidays Point,Unprovoked,Surf-skiing,"white shark, 2.5 m"
5935.0,2015.09.03,USA,South Carolina,"Myrtle Beach, Horry County",Unprovoked,,4' shark?
5934.0,2015.09.01,THAILAND,Phuket,Karon Beach,Unprovoked,Wading,small shark
5933.0,2015.09.00,FIJI,,,Unprovoked,Spearfishing,tiger shark
5932.0,2015.08.29,USA,California,"Morro Strand State Beach, San Luis Obispo County",Unprovoked,Surfing,"white shark, 11' to 12'"
5931.0,2015.08.29,USA,California,"Morro Bay, San Luis Obispo County",Unprovoked,Surfing,"white shark, 10' to 12'"
5930.0,2015.08.22,USA,Florida,"Cocoa Beach, Brevard  County",Invalid,,not valid
5929.0,2015.08.22,AUSTRALIA,New South Wales,Lighthouse Beach,Unprovoked,Surfing,
5928.0,2015.08.20,USA,South Carolina,"Murrells Inlet, Georgetown County",Unprovoked,Surfing,4' shark
5927.0,2015.08.19,USA,Florida,"Jacksonville Beach, Duval County",Unprovoked,Walking,3' shark
5926.0,2015.08.18,USA,California,Santa Barbara County,Boating,Kayak Fishing,"white shark, 13'"
5925.0,2015.08.18,SPAIN,Alicante,"Poniente Beach, Benidorm",Invalid,Swimming,not valid
5924.0,2015.08.10,USA,California,Cortes Bank,Provoked,Spearfishing,hammerhead shark. 6' to 7'
5923.0,2015.07.31,AUSTRALIA,New South Wales,Evans Head,Unprovoked,Surfing,white shark
5922.0,2015.07.28,COSTA RICA,Guanacaste,Playa Grande,Unprovoked,Surfing,
5921.0,2015.07.27,AUSTRALIA,Victoria,Tyrendarra Beach,,Surfing,
5920.0,2015.07.26,USA,Florida,"Daytona Beach, Volusia County",Unprovoked,Surfing,"blacktip or spinner shark, 4'"
5919.0,2015.07.26,USA,South Carolina,"Edisto Beach, Colleton County",Invalid,Floating,not valid
5918.0,2015.07.25,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",Unprovoked,Scallop diving on hookah,"white shark, 3.9 to 4.2 m"
5917.0,2015.07.23,USA,California,"La Jolla, San Diego County",Provoked,Kayak Fishing,"mako shark, 100-lb"
5916.0,2015.07.23,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Unprovoked,Surfing,"bronze whaler shark, 1.5m"
5915.0,2015.07.22,REUNION,,St. Leu,Unprovoked,Surfing,"bull shark, 2m"
5914.0,2015.07.19,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Unprovoked,Surfing,white shark
5913.0,2015.07-10,USA,California,"Huntington Beach, Orange County",Unprovoked,Surfing,"white shark, 7'"
5912.0,2015.07.08,USA,California,"Huntington Beach, Orange County",Invalid,Treading water,shark involvement not cofirmed
5911.0,2015.07.06,FRENCH POLYNESIA,Bora Bora,,Invalid,Swimming,no shark involvement
5910.0,2015.07.04,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Unprovoked,Spearfishing,6' shark
5909.0,2015.07.04,USA,North Carolina,"Off Surf City, Pender County",Unprovoked,,
5908.0,2015.07.03,AUSTRALIA,New South Wales,Lennox Head,Unprovoked,Surfing,white shark
5907.0,2015.07.02,AUSTRALIA,New South Wales,East Ballina,Unprovoked,Body boarding ,white shark
5906.0,2015.07.01,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",Unprovoked,Swimming,6' to 7' shark
5905.0,2015.06.30,AUSTRALIA,New South Wales,"Flat Rock, Yamba",Unprovoked,Surfing,
5904.0,2015.06.30,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",Unprovoked,Playing in the water,4' to 5' shark
5903.0,2015.06.27,USA,North Carolina,"Rodanthe, Dare County",Unprovoked,Swimming,bull shark
5902.0,2015.06.27,SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,Unprovoked,Body Boarding,white shark
5901.0,2015.06.26,USA,Florida,"Jacksonville Beach, Duval County",Invalid,Swimming,not valid
5900.0,2015.06.26,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",Unprovoked,Surfing,"white shark, 2m to 3 m"
5899.0,2015.06.26,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",Unprovoked,Standing,4' shark
5898.0,2015.06.25,AUSTRALIA,Western Australia,Rottnest Island,Provoked,Swimming,wobbegong shark
5897.0,2015.06.25,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Unprovoked,Body surfing?,
5896.0,2015.06.24,USA,North Carolina,Surf City,Unprovoked,Swimming,sandtiger shark
5895.0,2015.06.24,AUSTRALIA,Western Australia,Denmark,Invalid,Surfing,white shark
5894.0,2015.06.23,USA,South Carolina,"St. Helena Island, Beaufort County",Unprovoked,Standing,small shark
5893.0,2015.06.19,PUERTO RICO,,Off Cabo Rojo,Unprovoked,Spearfishing,
5892.0,2015.06.17,USA,Florida,Daytona Beach Shores,Unprovoked,Swimming,
5891.0,2015.06.14,USA,North Carolina,"Oak Island, Brunswick County",Unprovoked,Wading,bull shark
5890.0,2015.06.14,USA,North Carolina,"Oak Island, Brunswick County",Unprovoked,Wading,bull shark
5889.0,2015.06.13,USA,California,Off San Diego,Unprovoked,,mako shark
5888.0,2015.06.11,USA,North Carolina,"Ocean Isle, Brunswick County",Unprovoked,Boogie boarding,4' shark
5887.0,2015.06.07,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Unprovoked,Playing,"bull shark, 5'"
5886.0,2015.06.05,USA,Florida,Fort Lauderdale,Unprovoked,Attempting to rescue a shark,small nurse shark
5885.0,2015.06.01,REUNION,Le Port,Folette,Unprovoked,Surfing,"bull shark, 2.5 m"
5884.0,2015.05.29,USA,Florida,"Cocoa Beach, Brevard  County",Unprovoked,Standing,
5883.0,2015.05.29,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Wading,
5882.0,2015.05.25,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,Unprovoked,Spearfishing,1m to 1.2 m shark
5881.0,2015.05.24,USA,Florida,"Cocoa Beach, Brevard  County",Unprovoked,Swimming,
5880.0,2015.05.20,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,5' shark
5879.0,2015.05.15,USA,South Carolina,Sullivan's Island,Unprovoked,,6' shark
5878.0,2015.05.09,NEW CALEDONIA,,Kouare ,Unprovoked,Snorkeling,"bull shark, 3.5 m"
5877.0,2015.05.07,USA,Florida,"Cocoa Beach, Brevard  County",Unprovoked,Swimming,
5876.0,2015.05.03,AUSTRALIA,New South Wales,Saltwater Beach,Unprovoked,Surfing,white shark
5875.0,2015.05.02,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Unprovoked,Diving,"white shark, 3.5 m"
5874.0,2015.04.29,USA,Hawaii,Kanahena Cove ,Unprovoked,Snorkeling,
5873.0,2015.04.26,USA,Florida,"Resident's Beach, Marco Island",Unprovoked,Wading,3- to 4-foot shark
5872.0,2015.04.25,AUSTRALIA,South Australia,Fishery Bay,Unprovoked,Surfing,"white shark, 6 m"
5871.0,2015.04.24,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",Unprovoked,Surf skiing ,"white shark, 3 m"
5870.0,2015.04.13,USA,Florida,"Florida Keys, Monroe County",Unprovoked,Photographing the shark,"blue shark, 8 to 9 feet"
5869.0,2015.04.12,REUNION,Saint-Gilles-les-Bains,Cap Homard,Unprovoked,Surfing,bull shark
5868.0,2015.04.11,AUSTRALIA,New South Wales,McKenzies Beach,Unprovoked,Paddle boarding,
5867.0,2015.04.03,USA,Florida,"3 miles off Jupiter, Palm Beach County",Unprovoked,Spearfishing,bull shark
5866.0,2015.03.29,ITALY,Sardinia,,Invalid,Diving,shark involvement not cofirmed
5865.0,2015.03.31,BRAZIL,Pernambuco,"Praia del Chifre, Olinda",Invalid,Surfing,no shark involvement
5864.0,2015.03.26,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Boating,Kayak Fishing,"white shark, 4 m"
5863.0,2015.03.21,EGYPT,,Marsa Alam,Unprovoked,Swimming,mako shark
5862.0,2015.03.18,USA,Hawaii,Hapuna Beach,Unprovoked,Standing / Snorkeling,"tiger shark, 8 to 12 feet"
5861.0,2015.03.16,FRENCH POLYNESIA,Bora Bora,Anau,Unprovoked,Hand feeding sharks,blacktip shark
5860.0,2015.03.11,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",Boating,Fishing,
5859.0,2015.03.10,MEXICO,Sinaloa,Mazlatan,Provoked,Fishing,
5858.0,2015.03.07,FRENCH POLYNESIA,Central Tuamotu,"Tupapati, Hikueru Atoll",Unprovoked,Sitting in the water,blacktip reef shark
5857.0,2015.02.15,ATLANTIC OCEAN,,,Boating,Transatlantic Rowing,white shark
5856.0,2015.02.14,REUNION,d’Étang-Salé,Ravine Mula,Unprovoked,Swimming,"tiger shark, 3.5 m"
5855.0,2015.02.09,AUSTRALIA,New South Wales,Shelly Beach,Unprovoked,Surfing,3.5 to 4 m shark
5854.0,2015.02.08,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",Unprovoked,Surfing,2 m to  3 m shark
5853.0,2015.02.05,AUSTRALIA,New South Wales,Mereweather Beach,Unprovoked,Bodysurfing,1.8 m shark
5852.0,2015.01.30,AUSTRALIA,Queensland,"Nerang River, Surfer's  Paradise",Boating,Rowing,"bull shark, 1.3 m"
5851.0,2015.01.27,USA,Hawaii,Lahaina,Provoked,Shark fishing,4' shark
5850.0,2015.01.24,AUSTRALIA,New South Wales,Flat Rock,Unprovoked,Surfing,
5849.0,2015.01.23,SOUTH AFRICA,Eastern Cape Province,Nahoon Beach,Unprovoked,Floating,
5848.0,2015.01.19,USA,Florida,Off Panama City,Boating,Fishing,white shark
5847.0,2015.01.19,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Invalid,Surfing & filming dolphins,not valid
5846.0,2015.01.17,AUSTRALIA,New South Wales,Off Blacksmith Beach,Boating,Fishing,5 m shark
5845.0,2015.01.16,AUSTRALIA,New South Wales,"Mollymook Beach, Bannister Head",Unprovoked,Filming,1.5 m shark
5844.0,2015.01.08,USA,Florida,,Invalid,Swimming after falling overboard,no shark involvement
5843.0,2015.01.06,BAHAMAS,Abaco Islands,"Tahiti Beach, Elbow Cay",Unprovoked,Snorkeling,white shark or oceanic whitetip shark
5842.0,2015.01.03,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,Unprovoked,Surfing,"raggedtooth shark, 1.3 m"
5841.0,2015.01.01,USA,Florida,"Windsor Beach, Indian River County",Unprovoked,,"""a small shark"""
5840.0,2014.12.29,AUSTRALIA,New South Wales,Bherwerre Beach,Unprovoked,Surfing,2 m shark
5839.0,2014.12.29,AUSTRALIA,Western Australia,Three Stripes near Cheynes Beach,Unprovoked,Spearfishing,"white shark, 4 to 5 m"
5838.0,2014.12.28,GREECE,,33 nautical miles off Othonoi Island,Sea Disaster,,shark involvement prior to death still to be determined
5837.0,2014.12.28,SOUTH AFRICA,KwaZulu-Natal,Durban,Invalid,Swimming,not valid
5836.0,2014.12.28,USA,California,"Montaña de Oro State Park, San Luis Obispo County ",Unprovoked,Surfing,"white shark, 8' to 10'"
5835.0,2014.12.28,AUSTRALIA,Victoria,Paradise Beach,Provoked,Fishing,1.5 m shark
5834.0,2014.12.23,JAPAN,,,Unprovoked,Diving / Filming,goblin shark
5833.0,2014.12.15,AUSTRALIA,Queensland,Rudder Reef,Unprovoked,Spearfishing,tiger shark
5832.0,2014.12.03,SPAIN,Granada,Off Motril,Provoked,Fishing for blue sharks,
5831.0,2014.11.29,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",Unprovoked,Surfing,
5830.0,2014.11.20,MAURITIUS,Cargados Carajos Shoals (St. Brandon),,Provoked,Fishing,
5829.0,2014.11.19,AUSTRALIA,Western Australia,Freo,Boating,Fishing,white shark
5828.0,2014.11.17,USA,California,"Franklin Point, San Mateo County",Boating,,white shark
5827.0,2014.11.16,USA,Florida,"Indian Harbor Beach, Brevard County",Unprovoked,Surfing,2' shark
5826.0,2014.11.13,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Unprovoked,Snorkeling,1.5 m shark
5825.0,2014.11.10,AUSTRALIA,New South Wales,Moonee Beach,Unprovoked,Surfing,
5824.0,2014.11.08,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Unprovoked,Surfing,
5823.0,2014.10.31,USA,Hawaii,"North Kohala, Hawaii County",Unprovoked,Surfing,"tiger shark, 12'"
5822.0,2014.10.30,AUSTRALIA,New South Wales,Wallabi Point,Provoked,Surfing,
5821.0,2014.10.22,USA,Hawaii,"Kihei, Maui",Unprovoked,Stand-Up Paddleboarding,tiger shark
5820.0,2014.10.20,USA,Hawaii,"Kahului, Maui",Unprovoked,Stand-Up Paddleboarding,
